Ten San Pham,Gia Sale,Thong So KT,Link Anh
Laptop Asus VivoBook A512FA i3 10110U/8GB/512GB/Win10 (EJ2033T),13.990.000₫,"[{'CPU': 'CPU:Intel Core i3 Comet Lake, 10110U, 2.10 GHz', 'RAM': 'RAM:8 GB, DDR4 (On board 4GB +1 khe 4GB), 2666 MHz', 'DISK': 'Ổ cứng:SSD 512 GB M.2 PCIe', 'Man Hinh': 'Màn hình:15.6 inch, Full HD (1920 x 1080)', 'Card Man Hinh': 'Card màn hình:Card đồ họa tích hợp, Intel UHD Graphics', 'Cong ket Noi': 'Cổng kết nối:1 x USB 3.2, 2 x USB 2.0, HDMI, USB Type-C', 'HDH': 'Hệ điều hành:Windows 10 Home SL', 'Thiet Ke': 'Thiết kế:Vỏ nhựa, PIN liền', 'kich Thuoc': 'Kích thước:Dày 19.9 mm, 1.676 kg', 'Thoi Gian Ra Mat': 'Thời điểm ra mắt:2020'}]",https://cdn.tgdd.vn/Products/Images/44/226254/asus-vivobook-a512fa-i3-10110u-ej2033t-226254-600x600.jpg
