Ten San Pham,Gia Sale,Thong So KT,Link Anh
Laptop Asus VivoBook A512FA i5 10210U/8GB/512GB/Chuột/Win10 (EJ1734T),16.990.000₫,"[{'CPU': 'CPU:Intel Core i5 Comet Lake, 10210U, 1.60 GHz', 'RAM': 'RAM:8 GB, DDR4 (On board 4GB +1 khe 4GB), 2666 MHz', 'DISK': 'Ổ cứng:SSD 512 GB M.2 PCIe, Hỗ trợ khe cắm HDD SATA', 'Man Hinh': 'Màn hình:15.6 inch, Full HD (1920 x 1080)', 'Card Man Hinh': 'Card màn hình:Card đồ họa tích hợp, Intel UHD Graphics', 'Cong ket Noi': 'Cổng kết nối:2 x USB 2.0, USB 3.1, HDMI, USB Type-C', 'HDH': 'Hệ điều hành:Windows 10 Home SL', 'Thiet Ke': 'Thiết kế:Vỏ nhựa, PIN liền', 'kich Thuoc': 'Kích thước:Dày 19.9 mm, 1.65 kg', 'Thoi Gian Ra Mat': 'Thời điểm ra mắt:2019'}]",https://cdn.tgdd.vn/Products/Images/44/217510/asus-vivobook-a512fa-i5-ej1734t-9-217510-600x600.jpg
